instant,Date,Season,Year,Month,Holiday,Weekday,Workingday,Weather,Temp,Atemp,Humidity,Windspeed,Casual,Registered,Total Rented,NormTemp,NormAtemp,NormHum,NormWindspeed
648,09/10/12,Winter,2012,10,0,Tuesday,1,Mist/Cloudy,18.313347,21.9056,76.1667,12.7501,601,5791,6392,0.446667,0.438112,0.761667,0.1903
649,10/10/12,Winter,2012,10,0,Wednesday,1,Clear/Partly Cloudy,21.080847,25.1571,63.0833,12.584007,780,6911,7691,0.514167,0.503142,0.630833,0.187821
650,11/10/12,Winter,2012,10,0,Thursday,1,Clear/Partly Cloudy,17.835,21.55835,46.3333,12.166932,834,6736,7570,0.435,0.431167,0.463333,0.181596
651,12/10/12,Winter,2012,10,0,Friday,1,Clear/Partly Cloudy,17.9375,21.65355,53.9167,15.751164,1060,6222,7282,0.4375,0.433071,0.539167,0.235092
652,13/10/12,Winter,2012,10,0,Saturday,0,Clear/Partly Cloudy,16.126653,19.5698,49.4583,9.791514,2252,4857,7109,0.393333,0.391396,0.494583,0.146142
653,14/10/12,Winter,2012,10,0,Sunday,0,Clear/Partly Cloudy,21.388347,25.4102,64.0417,18.667004,2080,4559,6639,0.521667,0.508204,0.640417,0.278612
654,15/10/12,Winter,2012,10,0,Monday,1,Mist/Cloudy,23.028347,26.9575,70.75,19.834479,760,5115,5875,0.561667,0.53915,0.7075,0.296037
655,16/10/12,Winter,2012,10,0,Tuesday,1,Clear/Partly Cloudy,19.201653,23.0423,55.8333,12.208807,922,6612,7534,0.468333,0.460846,0.558333,0.182221
656,17/10/12,Winter,2012,10,0,Wednesday,1,Clear/Partly Cloudy,18.689153,22.5054,69.2917,6.791857,979,6482,7461,0.455833,0.450108,0.692917,0.101371
657,18/10/12,Winter,2012,10,0,Thursday,1,Mist/Cloudy,21.4225,25.63125,72.8333,15.874779,1008,6501,7509,0.5225,0.512625,0.728333,0.236937
658,19/10/12,Winter,2012,10,0,Friday,1,Mist/Cloudy,23.096653,26.8948,81.5,9.041918,753,4671,5424,0.563333,0.537896,0.815,0.134954
659,20/10/12,Winter,2012,10,0,Saturday,0,Clear/Partly Cloudy,19.850847,23.6421,57.2917,7.874979,2806,5284,8090,0.484167,0.472842,0.572917,0.117537
660,21/10/12,Winter,2012,10,0,Sunday,0,Clear/Partly Cloudy,19.030847,22.82145,51,11.125618,2132,4692,6824,0.464167,0.456429,0.51,0.166054
661,22/10/12,Winter,2012,10,0,Monday,1,Clear/Partly Cloudy,19.9875,24.1471,56.8333,5.4593811,830,6228,7058,0.4875,0.482942,0.568333,0.0814833
662,23/10/12,Winter,2012,10,0,Tuesday,1,Clear/Partly Cloudy,22.310847,26.5152,64.1667,6.3345686,841,6625,7466,0.544167,0.530304,0.641667,0.0945458
663,24/10/12,Winter,2012,10,0,Wednesday,1,Clear/Partly Cloudy,24.0875,27.93605,63.625,4.8762064,795,6898,7693,0.5875,0.558721,0.63625,0.0727792
664,25/10/12,Winter,2012,10,0,Thursday,1,Mist/Cloudy,22.55,26.4844,80.0417,8.333125,875,6484,7359,0.55,0.529688,0.800417,0.124375
665,26/10/12,Winter,2012,10,0,Friday,1,Mist/Cloudy,22.379153,26.1375,80.7083,8.875289,1182,6262,7444,0.545833,0.52275,0.807083,0.132467
666,27/10/12,Winter,2012,10,0,Saturday,0,Mist/Cloudy,21.73,25.75665,72,15.791364,2643,5209,7852,0.53,0.515133,0.72,0.235692
667,28/10/12,Winter,2012,10,0,Sunday,0,Mist/Cloudy,19.5775,23.38855,69.4583,26.666536,998,3461,4459,0.4775,0.467771,0.694583,0.398008
668,29/10/12,Winter,2012,10,0,Monday,1,Light Snow/Rain,18.04,21.97,88,23.9994,2,20,22,0.44,0.4394,0.88,0.3582
669,30/10/12,Winter,2012,10,0,Tuesday,1,Mist/Cloudy,13.045462,15.49545,82.5455,14.271603,87,1009,1096,0.318182,0.309909,0.825455,0.213009
670,31/10/12,Winter,2012,10,0,Wednesday,1,Mist/Cloudy,14.6575,18.055,66.6667,11.166689,419,5147,5566,0.3575,0.3611,0.666667,0.166667
671,01/11/12,Winter,2012,11,0,Thursday,1,Mist/Cloudy,14.999153,18.4971,58.1667,10.542182,466,5520,5986,0.365833,0.369942,0.581667,0.157346
672,02/11/12,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,14.555,17.8021,52.2083,17.833725,618,5229,5847,0.355,0.356042,0.522083,0.266175
673,03/11/12,Winter,2012,11,0,Saturday,0,Mist/Cloudy,14.076653,16.1923,49.125,18.125443,1029,4109,5138,0.343333,0.323846,0.49125,0.270529
674,04/11/12,Winter,2012,11,0,Sunday,0,Clear/Partly Cloudy,13.359153,16.4769,53.2917,12.000236,1201,3906,5107,0.325833,0.329538,0.532917,0.179108
675,05/11/12,Winter,2012,11,0,Monday,1,Clear/Partly Cloudy,13.085847,15.40375,49.4167,15.833775,378,4881,5259,0.319167,0.308075,0.494167,0.236325
676,06/11/12,Winter,2012,11,0,Tuesday,1,Clear/Partly Cloudy,11.514153,14.07835,56.7083,11.625371,466,5220,5686,0.280833,0.281567,0.567083,0.173513
677,07/11/12,Winter,2012,11,0,Wednesday,1,Mist/Cloudy,12.129153,13.73105,54.75,20.375236,326,4709,5035,0.295833,0.274621,0.5475,0.304108
678,08/11/12,Winter,2012,11,0,Thursday,1,Clear/Partly Cloudy,14.439134,17.09455,33.3478,23.304945,340,4975,5315,0.352174,0.341891,0.333478,0.347835
679,09/11/12,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,14.828347,17.77065,54.0833,14.375386,709,5283,5992,0.361667,0.355413,0.540833,0.214558
680,10/11/12,Winter,2012,11,0,Saturday,0,Clear/Partly Cloudy,15.955847,19.69685,64.5417,3.8756686,2090,4446,6536,0.389167,0.393937,0.645417,0.0578458
681,11/11/12,Winter,2012,11,0,Sunday,0,Clear/Partly Cloudy,17.254153,21.08565,65.9167,8.5425,2290,4562,6852,0.420833,0.421713,0.659167,0.1275
682,12/11/12,Winter,2012,11,1,Monday,0,Clear/Partly Cloudy,19.885,23.76915,74.1667,11.625639,1097,5172,6269,0.485,0.475383,0.741667,0.173517
683,13/11/12,Winter,2012,11,0,Tuesday,1,Mist/Cloudy,14.076653,16.16125,66.2917,22.917082,327,3767,4094,0.343333,0.323225,0.662917,0.342046
684,14/11/12,Winter,2012,11,0,Wednesday,1,Clear/Partly Cloudy,11.855847,14.07815,55.2083,13.374875,373,5122,5495,0.289167,0.281563,0.552083,0.199625
685,15/11/12,Winter,2012,11,0,Thursday,1,Mist/Cloudy,13.188347,16.2246,62.0417,10.250129,320,5125,5445,0.321667,0.324492,0.620417,0.152987
686,16/11/12,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,14.145,17.3602,52.4583,11.458675,484,5214,5698,0.345,0.347204,0.524583,0.171025
687,17/11/12,Winter,2012,11,0,Saturday,0,Clear/Partly Cloudy,13.325,16.31915,54.5417,12.041843,1313,4316,5629,0.325,0.326383,0.545417,0.179729
688,18/11/12,Winter,2012,11,0,Sunday,0,Clear/Partly Cloudy,14.0425,16.8873,69.2917,15.250004,922,3747,4669,0.3425,0.337746,0.692917,0.227612
689,19/11/12,Winter,2012,11,0,Monday,1,Mist/Cloudy,15.614153,18.78105,62.3333,15.749489,449,5050,5499,0.380833,0.375621,0.623333,0.235067
690,20/11/12,Winter,2012,11,0,Tuesday,1,Mist/Cloudy,15.340847,19.03335,68.5,5.542575,534,5100,5634,0.374167,0.380667,0.685,0.082725
691,21/11/12,Winter,2012,11,0,Wednesday,1,Clear/Partly Cloudy,14.486653,18.2446,61.375,6.917482,615,4531,5146,0.353333,0.364892,0.61375,0.103246
692,22/11/12,Winter,2012,11,1,Thursday,0,Clear/Partly Cloudy,13.94,17.51855,58.0417,3.5423436,955,1470,2425,0.34,0.350371,0.580417,0.0528708
693,23/11/12,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,15.101653,18.93895,56.875,9.917407,1603,2307,3910,0.368333,0.378779,0.56875,0.148021
694,24/11/12,Winter,2012,11,0,Saturday,0,Clear/Partly Cloudy,11.411653,12.4371,40.4583,25.250357,532,1745,2277,0.278333,0.248742,0.404583,0.376871
695,25/11/12,Winter,2012,11,0,Sunday,0,Clear/Partly Cloudy,10.079153,12.87915,46.8333,10.0835,309,2115,2424,0.245833,0.257583,0.468333,0.1505
696,26/11/12,Winter,2012,11,0,Monday,1,Clear/Partly Cloudy,12.846653,16.9502,53.5417,3.12555,337,4750,5087,0.313333,0.339004,0.535417,0.04665
697,27/11/12,Winter,2012,11,0,Tuesday,1,Mist/Cloudy,11.958347,14.0779,78.6667,15.916654,123,3836,3959,0.291667,0.281558,0.786667,0.237562
698,28/11/12,Winter,2012,11,0,Wednesday,1,Clear/Partly Cloudy,12.163347,14.4881,50.625,14.125007,198,5062,5260,0.296667,0.289762,0.50625,0.210821
699,29/11/12,Winter,2012,11,0,Thursday,1,Clear/Partly Cloudy,11.51567,14.9211,55.5652,7.739974,243,5080,5323,0.28087,0.298422,0.555652,0.115522
700,30/11/12,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,12.231653,16.19335,64.9583,3.9175436,362,5306,5668,0.298333,0.323867,0.649583,0.0584708
701,01/12/12,Winter,2012,12,0,Saturday,0,Mist/Cloudy,12.231653,15.8452,80.6667,4.0001814,951,4240,5191,0.298333,0.316904,0.806667,0.0597042
702,02/12/12,Winter,2012,12,0,Sunday,0,Mist/Cloudy,14.2475,17.9604,82.3333,8.333393,892,3757,4649,0.3475,0.359208,0.823333,0.124379
703,03/12/12,Winter,2012,12,0,Monday,1,Clear/Partly Cloudy,18.5525,22.7898,76.75,5.5422936,555,5679,6234,0.4525,0.455796,0.7675,0.0827208
704,04/12/12,Winter,2012,12,0,Tuesday,1,Clear/Partly Cloudy,19.509153,23.4527,73.375,11.666643,551,6055,6606,0.475833,0.469054,0.73375,0.174129
705,05/12/12,Winter,2012,12,0,Wednesday,1,Clear/Partly Cloudy,17.971653,21.4006,48.5,21.709407,331,5398,5729,0.438333,0.428012,0.485,0.324021
706,06/12/12,Winter,2012,12,0,Thursday,1,Clear/Partly Cloudy,10.489153,12.9102,50.875,11.708518,340,5035,5375,0.255833,0.258204,0.50875,0.174754
707,07/12/12,Winter,2012,12,0,Friday,1,Mist/Cloudy,13.154153,16.0979,76.4167,8.7502,349,4659,5008,0.320833,0.321958,0.764167,0.1306
708,08/12/12,Winter,2012,12,0,Saturday,0,Mist/Cloudy,15.648347,19.4754,91.125,6.792393,1153,4429,5582,0.381667,0.389508,0.91125,0.101379
709,09/12/12,Winter,2012,12,0,Sunday,0,Mist/Cloudy,15.750847,19.5073,90.5417,10.584325,441,2787,3228,0.384167,0.390146,0.905417,0.157975
710,10/12/12,Winter,2012,12,0,Monday,1,Mist/Cloudy,17.869153,21.77875,92.5,12.750636,329,4841,5170,0.435833,0.435575,0.925,0.190308
711,11/12/12,Winter,2012,12,0,Tuesday,1,Mist/Cloudy,14.486653,16.91815,59.6667,19.834479,282,5219,5501,0.353333,0.338363,0.596667,0.296037
712,12/12/12,Winter,2012,12,0,Wednesday,1,Mist/Cloudy,12.1975,14.8669,53.8333,10.916779,310,5009,5319,0.2975,0.297338,0.538333,0.162937
713,13/12/12,Winter,2012,12,0,Thursday,1,Clear/Partly Cloudy,12.129153,14.7094,48.5833,11.666643,425,5107,5532,0.295833,0.294188,0.485833,0.174129
714,14/12/12,Winter,2012,12,0,Friday,1,Clear/Partly Cloudy,11.548347,14.7096,64.2917,8.792343,429,5182,5611,0.281667,0.294192,0.642917,0.131229
715,15/12/12,Winter,2012,12,0,Saturday,0,Clear/Partly Cloudy,13.290847,16.91915,65.0417,7.12545,767,4280,5047,0.324167,0.338383,0.650417,0.10635
716,16/12/12,Winter,2012,12,0,Sunday,0,Mist/Cloudy,14.8625,18.4969,83.875,6.749714,538,3248,3786,0.3625,0.369938,0.83875,0.100742
717,17/12/12,Winter,2012,12,0,Monday,1,Mist/Cloudy,16.126653,20.075,90.7083,6.5833061,212,4373,4585,0.393333,0.4015,0.907083,0.0982583
718,18/12/12,Winter,2012,12,0,Tuesday,1,Clear/Partly Cloudy,16.844153,20.4854,66.625,14.834068,433,5124,5557,0.410833,0.409708,0.66625,0.221404
719,19/12/12,Winter,2012,12,0,Wednesday,1,Clear/Partly Cloudy,13.6325,17.1081,62.5417,12.334164,333,4934,5267,0.3325,0.342162,0.625417,0.184092
720,20/12/12,Winter,2012,12,0,Thursday,1,Mist/Cloudy,13.53,16.76085,66.7917,8.875021,314,3814,4128,0.33,0.335217,0.667917,0.132463
721,21/12/12,Spring,2012,12,0,Friday,1,Mist/Cloudy,13.393347,15.08835,55.6667,25.083661,221,3402,3623,0.326667,0.301767,0.556667,0.374383
722,22/12/12,Spring,2012,12,0,Saturday,0,Clear/Partly Cloudy,10.899153,11.80565,44.125,27.292182,205,1544,1749,0.265833,0.236113,0.44125,0.407346
723,23/12/12,Spring,2012,12,0,Sunday,0,Clear/Partly Cloudy,10.079153,12.97355,51.5417,8.916561,408,1379,1787,0.245833,0.259471,0.515417,0.133083
724,24/12/12,Spring,2012,12,0,Monday,1,Mist/Cloudy,9.483464,12.945,79.1304,5.1744368,174,746,920,0.231304,0.2589,0.791304,0.0772304
725,25/12/12,Spring,2012,12,1,Tuesday,0,Mist/Cloudy,11.943464,14.72325,73.4783,11.304642,440,573,1013,0.291304,0.294465,0.734783,0.168726
726,26/12/12,Spring,2012,12,0,Wednesday,1,Light Snow/Rain,9.976653,11.01665,82.3333,21.208582,9,432,441,0.243333,0.220333,0.823333,0.316546
727,27/12/12,Spring,2012,12,0,Thursday,1,Mist/Cloudy,10.420847,11.3321,65.2917,23.458911,247,1867,2114,0.254167,0.226642,0.652917,0.350133
728,28/12/12,Spring,2012,12,0,Friday,1,Mist/Cloudy,10.386653,12.7523,59,10.416557,644,2451,3095,0.253333,0.255046,0.59,0.155471
729,29/12/12,Spring,2012,12,0,Saturday,0,Mist/Cloudy,10.386653,12.12,75.2917,8.333661,159,1182,1341,0.253333,0.2424,0.752917,0.124383
730,30/12/12,Spring,2012,12,0,Sunday,0,Clear/Partly Cloudy,10.489153,11.585,48.3333,23.500518,364,1432,1796,0.255833,0.2317,0.483333,0.350754
731,31/12/12,Spring,2012,12,0,Monday,1,Mist/Cloudy,8.849153,11.17435,57.75,10.374682,439,2290,2729,0.215833,0.223487,0.5775,0.154846
